repository_name,repository_url,file_path,line_number,code_snippet,explanation
horovod/horovod,https://github.com/horovod/horovod,examples/tensorflow2/tensorflow2_synthetic_benchmark.py,60,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
luofuli/DualRL,https://github.com/luofuli/DualRL,utils/vocab.py,121,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,examples/Char-RNN/char-rnn.py,182,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Jonathans575/FMCW_Radar_IM,https://github.com/Jonathans575/FMCW_Radar_IM,train_256.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tensorops/TransformerX,https://github.com/tensorops/TransformerX,transformerx/utils.py,59,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YiWeiWayne/Cross-dataset-mood-prediction,https://github.com/YiWeiWayne/Cross-dataset-mood-prediction,feature_extraction/predict_on_audio.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
markgao-916/yolov3_fire_detection,https://github.com/markgao-916/yolov3_fire_detection,demo.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fanourakis/experimental-review-EA,https://github.com/fanourakis/experimental-review-EA,AttrE/imdb-tmdb/KBA.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = DEVICE",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
symanto-research/few-shot-learning-label-tuning,https://github.com/symanto-research/few-shot-learning-label-tuning,symanto_fsb/cli.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
symanto-research/few-shot-learning-label-tuning,https://github.com/symanto-research/few-shot-learning-label-tuning,symanto_fsb/cli.py,65,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HP-CAO/6IMPOSE,https://github.com/HP-CAO/6IMPOSE,preprocessor.py,313,"os.environ[""CUDA_VISIBLE_DEVICES""] = "","".join([str(x) for x in gpus])",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qcwthu/Lifelong-Fewshot-Language-Learning,https://github.com/qcwthu/Lifelong-Fewshot-Language-Learning,convertmodel.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuanshuai666/CANET,https://github.com/yuanshuai666/CANET,CICDDoS2019/multi-class.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YeongHyeon/Super-Resolution_CNN,https://github.com/YeongHyeon/Super-Resolution_CNN,run.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xinyanliang/EDF,https://github.com/xinyanliang/EDF,train_view_extractor.py,79,"os.environ[""CUDA_VISIBLE_DEVICES""] = pp.gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ikmb/amino_acid_encoding_deep_learning_applications,https://github.com/ikmb/amino_acid_encoding_deep_learning_applications,CustomTrainingScripts/trainAnHLARNNmodel.py,74,"os.environ[""CUDA_VISIBLE_DEVICES""]=str(gpuIndex)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
muregpro/Baseline-Networks,https://github.com/muregpro/Baseline-Networks,train_voxelmorph.py,3,os.environ['CUDA_VISIBLE_DEVICES']='1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nmharmon8/StockMarketGAN,https://github.com/nmharmon8/StockMarketGAN,utils/get_predictions.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""]=""""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Di-Chai/GraphCNN-Bike,https://github.com/Di-Chai/GraphCNN-Bike,NYC/GraphFusionModel/GraphFusionModelV13.py,304,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Waydrow/HIEN,https://github.com/Waydrow/HIEN,main.py,574,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xlxgit/AlogP-DL,https://github.com/xlxgit/AlogP-DL,LSTM/keras_regre_loss_drugbank_all_maccskey_layer1_lstm.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0,1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
erictzeng/adda,https://github.com/erictzeng/adda,tools/train_adda.py,42,os.environ['CUDA_VISIBLE_DEVICES'] = gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JaywongWang/CBP,https://github.com/JaywongWang/CBP,train.py,55,os.environ['CUDA_VISIBLE_DEVICES'] = str(options['gpu_id']),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wy1iu/SphereNet,https://github.com/wy1iu/SphereNet,sphere_resnet/train_sphere_resnet.py,7,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LinHai-debug/CLIMEA-BCUD-code,https://github.com/LinHai-debug/CLIMEA-BCUD-code,train_UNet.py,63,os.environ['CUDA_VISIBLE_DEVICES'] = sys.argv[-1],Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AutomatedProgramRepair-2021/dear-auto-fix,https://github.com/AutomatedProgramRepair-2021/dear-auto-fix,DEAR/approach/model.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
sckangz/SelfsupervisedSC,https://github.com/sckangz/SelfsupervisedSC,Pre-Train-Conv-AE-ORL.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ifding/deep-learning-python,https://github.com/ifding/deep-learning-python,05_road_segmentation/main.py,216,os.environ['CUDA_VISIBLE_DEVICES'] = str(args.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ryan21wy/EasyCID,https://github.com/Ryan21wy/EasyCID,EasyCID/MainCode.py,885,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
haiphanNJIT/SecureSGD,https://github.com/haiphanNJIT/SecureSGD,Cifar10/SecureSGDCifar.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
FrancesZhou/TaxiPrediction,https://github.com/FrancesZhou/TaxiPrediction,citybike2.py,92,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
shangqigao/BayeSR,https://github.com/shangqigao/BayeSR,src/bayesr_kernels.py,190,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""{}"".format(args.GPU_ids)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Kingzerd/SeqGAN_tensorflow_stock_predict,https://github.com/Kingzerd/SeqGAN_tensorflow_stock_predict,train.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HKU-BAL/Clair3-Nova,https://github.com/HKU-BAL/Clair3-Nova,clair3/CallVariants.py,1455,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HKU-BAL/Clair3-Nova,https://github.com/HKU-BAL/Clair3-Nova,clair3/CallVariants.py,1683,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yangxue0827/RotationDetection,https://github.com/yangxue0827/RotationDetection,tools/r3det_gwd/train.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
duolinwang/DM3Loc,https://github.com/duolinwang/DM3Loc,Multihead_train.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
haiphanNJIT/PrivateDeepLearning,https://github.com/haiphanNJIT/PrivateDeepLearning,StoBatch/StoBatchCIFAR10/DPALPixelDP_testing.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ','.join(str(GPU_INDEX))",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kyeongsoo/indoor_localization,https://github.com/kyeongsoo/indoor_localization,python/bfl_multi-label_classification.py,91,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kyeongsoo/indoor_localization,https://github.com/kyeongsoo/indoor_localization,python/bfl_multi-label_classification.py,93,"os.environ[""CUDA_VISIBLE_DEVICES""] = ''",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/Supported_Keras_Models/mea_column_model_nocustomlayer_training.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bai-shang/crnn_ctc_ocr_tf,https://github.com/bai-shang/crnn_ctc_ocr_tf,tools/train_crnn_ctc.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yfeng95/GAN,https://github.com/yfeng95/GAN,wgan_mlp.py,89,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JHL-HUST/EMI,https://github.com/JHL-HUST/EMI,ni_fgsm.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZimpleX/gcn-ipdps19,https://github.com/ZimpleX/gcn-ipdps19,gcn_ipdps19/train.py,48,"os.environ[""CUDA_VISIBLE_DEVICES""]=str(FLAGS.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Testing4AI/RobOT,https://github.com/Testing4AI/RobOT,MNIST/fol_guided_fuzzing.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
janne-alatalo/sar-change-detection,https://github.com/janne-alatalo/sar-change-detection,svm_classifier.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/train_arch,https://github.com/MachineLP/train_arch,train_cnn_v1/ckpt_pb.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Di-Chai/GraphCNN-Bike,https://github.com/Di-Chai/GraphCNN-Bike,Chicago/GraphFusionModel/GraphFusionModelV13.py,304,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Shawn-Shan/fawkes,https://github.com/Shawn-Shan/fawkes,fawkes/utils.py,281,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Engineering-Course/LIP_JPPNet,https://github.com/Engineering-Course/LIP_JPPNet,evaluate_parsing_JPPNet-s2.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xiaobai1217/MBMD,https://github.com/xiaobai1217/MBMD,eval.py,61,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BMEII-AI/RadImageNet,https://github.com/BMEII-AI/RadImageNet,sarscovid2/sarscovid2_train.py,42,"os.environ[""CUDA_VISIBLE_DEVICES""]=args.gpu_node",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gasparian/CRNN-OCR-lite,https://github.com/gasparian/CRNN-OCR-lite,predict.py,97,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(G)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
datamllab/AutoRec,https://github.com/datamllab/AutoRec,examples/ctr_autorec.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
geonm/EnhanceNet-Tensorflow,https://github.com/geonm/EnhanceNet-Tensorflow,train_SR.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.run_gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
